vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
NODE396_01	0	0	3938	4884	0	0	4040	5899	0	0	2999	4380
NODE396_02	0	4691	0	0	0	4719	0	0	0	4883	0	0
NODE396_03	3791	0	0	0	3254	0	0	0	2537	0	0	0
NODE397_01	0	8063	0	0	0	8348	0	0	0	8941	0	0
NODE397_02	7561	0	0	0	8315	0	0	0	7841	1520	0	0
NODE397_03	35816	5036	0	0	42028	7472	0	0	41776	10444	0	0
NODE397_04	12938	0	0	0	12209	0	0	0	13389	0	0	0
NODE398_01	0	0	1949	8730	0	0	2153	8869	0	0	2033	9910
NODE398_02	0	4574	0	0	0	3301	0	0	0	2449	0	0
NODE398_03	18287	0	0	0	20288	0	0	0	19265	1744	0	0
NODE399_01	0	2776	1158	1201	0	2687	1367	0	0	2263	1161	0
NODE399_02	12277	0	0	0	14701	0	0	0	14704	962	0	0
NODE4_01	0	0	16572	26579	0	0	16482	35359	0	0	18039	28284
NODE4_02	5841	6516	0	0	5079	7906	0	0	5780	11052	0	0
NODE4_03	7603	121220	2023	1727	4918	124873	2179	2456	6386	118311	2549	2464
NODE40_01	0	4619	0	0	0	4324	0	0	0	4826	0	0
NODE40_02	0	0	6991	3434	0	0	7042	2649	0	0	7428	2642
NODE40_03	1602	5217	0	0	1663	5993	0	0	1536	8290	0	0
NODE40_04	10387	0	0	0	10072	0	0	0	8171	0	0	0
NODE40_05	0	0	1919	3780	0	0	1753	4268	0	0	2344	4640
NODE40_06	16809	2457	0	0	15985	2972	0	0	18552	6104	0	0
NODE40_07	0	0	13435	19821	0	0	13907	18537	0	0	13040	20081
NODE400_01	0	0	967	3344	0	0	749	3205	0	0	1039	4246
NODE400_02	1357	10497	0	0	0	12721	0	0	0	11632	0	0
NODE402_01	0	2548	0	0	0	2816	0	0	0	2884	0	0
NODE403_01	0	0	698	2122	0	0	0	3149	0	0	1340	2974
NODE403_02	3752	0	0	0	3101	0	0	0	4457	1082	0	0
NODE403_03	11274	1280	0	0	12321	1625	0	0	11163	3301	0	0
NODE404_01	0	0	1408	4455	0	0	1632	4297	0	0	1462	3667
NODE404_02	2170	2697	0	0	2087	2775	0	0	2323	4142	0	0
NODE404_03	6320	3170	0	0	6822	4280	0	0	7108	6043	0	0
NODE404_04	23567	18491	0	0	24884	26294	0	0	25381	26398	0	0
NODE405_01	0	0	3947	5907	0	0	4636	5554	0	0	4956	5051
NODE406_01	0	2486	0	0	0	2709	0	0	0	2798	0	0
NODE406_02	14987	2346	0	0	17360	4284	0	0	17093	4179	0	0
NODE407_01	0	0	926	4633	0	0	726	6044	0	0	0	5150
NODE407_02	0	5219	0	0	0	8592	0	0	1631	6371	0	0
NODE407_03	5935	0	0	0	6187	0	0	0	6191	1607	0	0
NODE408_01	26865	4189	0	0	25664	5184	0	0	29363	10870	0	0
NODE408_02	6474	1078	0	0	6438	0	0	0	7714	2405	0	0
NODE409_01	0	9615	0	0	0	10105	0	0	0	9895	0	0
NODE409_02	5005	1230	0	0	4652	0	0	0	4586	2544	0	0
NODE41_01	0	61973	10140	3914	0	46706	11374	5504	0	32403	11628	5554
NODE41_02	0	0	9571	46216	0	0	7716	36823	0	0	8103	33859
NODE41_03	0	0	1149	8408	0	0	1034	6985	0	0	1104	6792
NODE410_01	0	0	0	2833	0	0	0	3046	0	0	0	3981
NODE410_02	0	0	1754	22102	0	0	1898	30377	0	0	2233	33745
NODE410_03	0	0	701	2552	0	0	722	2750	0	0	0	2808
NODE411_01	0	0	6534	5139	0	0	6294	4630	0	0	6955	4039
NODE412_01	0	0	0	2950	0	0	0	3769	0	0	0	4260
NODE412_02	0	0	1314	13923	0	0	1217	19723	0	0	1392	18521
NODE412_03	0	7987	0	0	0	9403	0	0	0	7755	0	0
NODE413_01	5851	4123	0	0	5487	5298	0	0	6176	6544	0	0
NODE413_02	5730	1007	0	0	3631	0	0	0	6019	2633	0	0
NODE414_01	0	0	1141	7056	0	0	1081	5144	0	0	1334	4976
NODE414_02	0	0	0	3277	0	0	0	3629	0	0	0	2857
NODE414_03	0	8609	0	0	0	11043	0	0	0	8145	0	0
NODE414_04	4272	706	0	0	5544	1228	0	0	4297	1410	0	0
NODE414_05	3473	802	0	0	3255	1408	0	0	3490	1819	0	0
NODE415_01	0	4046	0	0	0	3451	0	0	0	3787	0	0
NODE415_02	4102	0	0	0	4002	0	0	0	4304	0	0	0
NODE416_01	10009	1503	0	0	9553	1663	0	0	10090	3420	0	0
NODE417_01	0	0	769	3012	0	0	0	2585	0	0	672	2737
NODE417_02	0	1442	0	0	0	1985	0	0	0	2798	0	0
NODE417_03	9122	730	0	0	11552	0	0	0	10597	1834	0	0
NODE417_04	8946	1464	0	0	8794	2539	0	0	9284	2582	0	0
NODE417_05	9600	0	0	0	10656	0	0	0	8127	0	0	0
NODE418_01	5225	1841	0	0	5198	1993	0	0	5454	3350	0	0
NODE419_01	15249	1204	0	0	16133	1835	0	0	17265	2874	0	0
NODE42_01	0	0	4690	7094	0	0	4535	5418	0	0	4785	5460
NODE42_02	5548	6126	0	0	5136	7585	0	0	5739	10717	0	0
NODE42_03	0	0	2425	9324	0	0	2001	7184	0	0	2101	7356
NODE42_04	0	0	18377	0	0	0	20883	1734	0	0	20268	0
NODE420_01	0	0	5480	4163	0	0	5234	4094	0	0	5631	4023
NODE421_01	0	0	1333	3560	0	0	1321	2891	0	0	1154	3015
NODE421_02	0	0	739	6632	0	0	0	9169	0	0	0	10090
NODE422_01	0	0	889	7675	0	0	838	8011	0	0	1053	10492
NODE422_02	0	0	0	3093	0	0	0	2556	0	0	0	2546
NODE423_01	0	1190	2313	2785	0	0	2110	2199	0	0	1900	2517
NODE423_02	0	0	2009	5384	0	0	2197	5757	0	0	2089	5648
NODE423_03	2634	76442	225634	20986	0	65780	232996	27855	2204	51754	242847	27653
NODE423_04	5963	0	0	0	5568	0	0	0	5672	0	0	0
NODE424_01	4846	0	0	0	3705	0	0	0	5336	0	0	0
NODE425_01	0	0	0	2987	0	0	0	3731	0	0	929	4470
NODE425_02	0	0	0	4113	0	0	0	3637	0	0	0	3011
NODE425_03	0	6034	0	0	0	6480	0	0	0	6429	0	0
NODE425_04	0	3143	0	0	0	2705	0	0	0	2989	0	0
NODE426_01	0	32397	0	0	1968	29663	0	0	0	22679	0	0
NODE426_02	3996	0	0	0	3321	0	0	0	3523	980	0	0
NODE428_01	0	0	1768	4598	0	0	1442	4200	0	0	1656	4597
NODE428_02	0	6920	0	0	0	6812	0	0	0	6841	0	0
NODE428_03	0	4724	0	0	0	2436	0	0	0	1172	0	0
NODE428_04	4551	0	0	0	3267	0	0	0	4594	0	0	0
NODE429_01	0	0	0	4349	0	0	695	2852	0	0	0	2493
NODE429_02	0	2971	0	0	0	2229	0	0	0	1800	0	0
NODE43_01	0	8129	0	0	0	6664	0	0	0	5639	0	0
NODE43_02	0	0	9749	9375	0	0	9074	7801	0	0	9880	7667
NODE43_03	9294	1315	0	0	8792	1511	0	0	10475	3028	0	0
NODE43_04	0	0	2081	2285	0	0	2978	2592	0	0	3286	2809
NODE430_01	0	0	1009	5348	0	0	1174	4373	0	0	0	4497
NODE430_02	16136	1123	0	0	19282	2190	0	0	17731	3408	0	0
NODE430_03	6050	870	0	0	6383	1670	0	0	7262	1790	0	0
NODE431_01	0	0	1077	7580	0	0	0	8779	0	0	0	9922
NODE431_02	6051	0	0	0	5998	0	0	0	5471	0	0	0
NODE432_01	0	0	1041	6191	0	0	756	5755	0	0	0	5786
NODE432_02	10236	1388	0	0	12269	2086	0	0	11441	2754	0	0
NODE432_03	3931	0	0	0	2435	0	0	0	4323	1167	0	0
NODE433_01	16715	3707	0	0	19366	5507	0	0	17775	7463	0	0
NODE433_02	6396	0	0	0	5374	0	0	0	4408	0	0	0
NODE434_01	1640	2107	0	0	1968	2706	0	0	1476	3421	0	0
NODE434_02	0	8070	0	0	0	6503	0	0	0	2769	0	0
NODE434_03	6191	0	0	0	5751	0	0	0	5220	0	0	0
NODE436_01	3088	5328	0	0	2376	6307	0	0	2671	12784	0	0
NODE436_02	8005	1581	0	0	8778	1973	0	0	8713	3721	0	0
NODE437_01	3600	0	0	0	3392	0	0	0	3787	0	0	0
NODE437_02	10880	0	0	0	10350	0	0	0	10868	868	0	0
NODE438_01	19687	5043	0	0	19523	6201	0	0	18871	8395	0	0
NODE438_02	0	4676	0	0	0	4213	0	0	0	2734	0	0
NODE438_03	4755	1354	0	0	4812	1931	0	0	4973	2979	0	0
NODE439_01	0	0	2112	3673	0	0	2131	3319	0	0	1970	3064
NODE44_01	0	8510	0	0	0	8493	0	0	0	8565	0	0
NODE44_02	10971	1670	0	0	11068	2120	0	0	11158	5173	0	0
NODE44_03	0	0	2437	2940	0	0	2426	3289	0	0	2669	3675
NODE44_04	0	0	3301	12000	0	0	3409	10812	0	0	3128	10147
NODE44_05	0	0	5553	3780	0	0	4824	3422	0	0	5026	3174
NODE44_06	5710	1831	0	0	5199	2378	0	0	5895	3353	0	0
NODE440_01	0	0	1348	7664	0	0	1146	7989	0	0	1020	6821
NODE440_02	0	2069	0	0	0	2268	0	0	0	3124	0	0
NODE440_03	30243	3671	0	0	30741	4806	0	0	31409	5962	0	0
NODE440_04	15962	2261	0	0	16456	3474	0	0	16945	3926	0	0
NODE441_01	0	4045	0	0	0	5332	0	0	0	8079	0	0
NODE442_01	16207	4108	0	0	19177	5047	0	0	18259	7499	0	0
NODE443_01	0	0	932	5888	0	0	0	4079	0	0	910	4058
NODE443_02	0	5496	0	0	0	4235	0	0	0	4452	0	0
NODE444_01	0	0	0	4463	0	0	0	3623	0	0	0	3259
NODE444_02	0	0	32301	44490	0	0	25436	34844	0	0	28911	35356
NODE444_03	4316	11231	0	0	3733	13062	0	0	3616	15607	0	0
NODE445_01	0	0	840	7232	0	0	776	8573	0	0	0	10092
NODE445_02	4702	0	0	0	4181	0	0	0	3440	0	0	0
NODE447_01	0	0	1153	7357	0	0	976	5812	0	0	0	5205
NODE447_02	0	0	1733	4496	0	0	1343	4199	0	0	1819	3757
NODE449_01	2169	43070	1371	2004	1687	42792	1504	2403	0	43780	1899	2648
NODE45_01	32234	4765	0	0	29927	5402	0	0	35344	13030	0	0
NODE45_02	11620	2156	0	0	12481	3614	0	0	13425	5218	0	0
NODE45_03	11434	889	0	0	11224	0	0	0	11860	2654	0	0
NODE45_04	1104	11615	0	0	0	12537	0	0	0	11604	0	0
NODE45_05	18852	0	0	0	14509	0	0	0	10796	0	0	0
NODE450_01	0	0	2127	3761	0	0	2083	2816	0	0	2009	3246
NODE451_01	0	4119	0	997	0	3579	0	998	0	2815	0	1256
NODE451_02	4047	0	0	0	4362	0	0	0	3362	1948	0	0
NODE452_01	0	0	1370	5490	0	0	1134	3734	0	0	1054	3571
NODE452_02	0	13859	0	0	0	9692	0	0	0	6069	0	0
NODE452_03	4125	0	0	0	3566	0	0	0	3703	0	0	0
NODE453_01	0	0	1110	5438	0	0	0	5124	0	0	0	3942
NODE453_02	0	11522	0	0	0	14119	0	0	0	11650	0	0
NODE453_03	39436	7638	0	1258	42661	7734	0	920	42655	16256	0	0
NODE453_04	4616	0	0	0	4475	0	0	0	3912	0	0	0
NODE454_01	1848	2407	0	0	1619	2783	0	0	1707	3432	0	0
NODE454_02	2150	50393	0	0	3088	53980	0	1233	2255	44988	0	1306
NODE455_01	18907	0	0	0	14421	0	0	0	16351	1060	0	0
NODE456_01	0	4224	0	0	0	2909	0	0	0	2563	0	0
NODE457_01	0	0	65321	23122	0	0	58796	19824	0	0	58466	19234
NODE457_02	0	2158	0	0	0	2806	0	0	0	3360	0	0
NODE457_03	7501	1672	0	0	7601	1641	0	0	7261	2837	0	0
NODE458_01	0	0	2604	4881	0	0	3146	3954	0	0	3000	3834
NODE459_01	0	0	4618	6231	0	0	4522	5638	0	0	4567	6259
NODE459_02	0	13175	0	0	0	14175	0	0	0	10343	0	0
NODE459_03	5324	0	0	0	5221	0	0	0	5536	2257	0	0
NODE46_01	4986	0	0	0	5460	0	0	0	5420	0	0	0
NODE46_02	0	0	166508	15421	0	0	164644	20420	0	0	169806	18915
NODE46_03	5996	0	0	0	5231	0	0	0	5292	0	0	0
NODE460_01	10846	1654	0	0	10840	1719	0	0	18342	4816	0	0
NODE460_02	0	2950	0	0	0	2619	0	0	0	1878	0	0
NODE461_01	0	3175	0	0	0	2239	0	0	0	1887	0	0
NODE462_01	0	2532	0	0	0	1811	0	0	0	1866	0	0
NODE462_02	4022	0	0	0	2707	0	0	0	4316	917	0	0
NODE464_01	0	0	2734	4789	0	0	2587	4247	0	0	2537	4425
NODE464_02	0	10423	0	1177	0	7535	0	994	0	7496	0	0
NODE464_03	6298	0	0	0	6110	0	0	0	5092	0	0	0
NODE465_01	0	2614	0	0	0	2269	0	0	0	2252	0	0
NODE466_01	0	158172	137529	132804	0	137506	157445	167321	0	121948	163997	159096
NODE467_01	0	0	0	3362	0	0	0	4513	0	0	0	5060
NODE467_02	0	2252	0	0	0	3069	0	0	0	4608	0	0
NODE467_03	4462	1151	0	0	4079	1728	0	0	4711	2644	0	0
NODE468_01	0	6004	0	0	0	5274	0	0	0	5247	0	0
NODE468_02	0	3994	0	0	0	3992	0	0	0	3401	0	0
NODE468_03	17864	1312	0	0	20481	2368	0	0	19900	3279	0	0
NODE468_04	4326	1046	0	0	3822	0	0	0	3943	2395	0	0
NODE469_01	0	0	0	2021	0	0	743	4149	0	0	0	2474
NODE469_02	0	9450	0	0	0	10196	0	0	0	10980	0	0
NODE469_03	4110	0	0	0	2000	0	0	0	4750	1375	0	0
NODE47_01	0	0	5277	0	0	0	3587	0	0	0	2140	0
NODE47_02	0	0	1770	5725	0	0	1397	4336	0	0	1284	3754
NODE47_03	0	8461	0	0	0	5697	0	0	0	3208	0	0
NODE470_01	0	0	0	2978	0	0	0	2350	0	0	0	2042
NODE470_02	0	0	1902	5338	0	0	1808	4856	0	0	1653	5504
NODE471_01	0	0	0	4617	0	0	0	4381	0	0	0	4563
NODE472_01	19983	1154	0	0	23034	0	0	0	22982	2956	0	0
NODE472_02	15363	9874	0	1031	16814	11430	0	0	17493	13666	0	0
NODE472_03	5320	0	0	0	5390	0	0	0	4521	0	0	0
NODE473_01	0	0	1405	6844	0	0	1508	4166	0	0	1437	3297
NODE473_02	0	0	1365	1767	0	0	1385	2406	0	0	2533	2142
NODE474_01	0	0	0	4736	0	0	0	4498	0	0	0	4109
NODE474_02	3686	0	0	0	3725	0	0	0	4617	1735	0	0
NODE475_01	0	4652	604	0	0	2477	0	0	0	1351	0	0
NODE475_02	4500	0	0	0	3942	0	0	0	4546	0	0	0
NODE476_01	0	0	1576	19805	0	0	1799	26881	0	0	1620	29351
NODE476_02	6965	4020	0	0	5798	5082	0	0	6742	6486	0	0
NODE478_01	9322	0	0	0	10215	0	0	0	10429	1657	0	0
NODE479_01	12325	1988	0	0	11932	2419	0	0	12017	3451	0	0
NODE479_02	0	4892	0	0	0	4006	0	0	0	3363	0	0
NODE48_01	0	8874	0	0	0	9534	0	0	0	10362	0	0
NODE48_02	0	0	0	3274	0	0	0	3314	0	0	0	4043
NODE48_03	5650	0	0	0	5459	0	0	0	4961	0	0	0
NODE480_01	0	0	18005	9568	0	0	14841	7754	0	0	17318	6934
NODE480_02	0	4320	0	0	0	5694	0	0	0	8293	0	0
NODE480_03	3859	938	0	0	4143	0	0	0	3986	1948	0	0
NODE480_04	6701	946	0	0	6043	0	0	0	12033	2312	0	0
NODE481_01	0	0	679	2760	0	0	818	2398	0	0	0	2333
NODE481_02	35071	4070	0	0	38565	6475	0	0	33635	7533	0	0
NODE483_01	0	0	1178	2165	0	0	931	1960	0	0	1202	1719
NODE484_01	0	5299	0	0	0	4062	0	0	0	3803	0	0
NODE485_01	0	0	6697	8876	0	0	5645	7241	0	0	5494	6599
NODE485_02	0	6993	0	0	0	6679	0	0	0	6132	0	0
NODE485_03	0	4556	0	0	0	3676	0	0	0	2915	0	0
NODE486_01	0	0	9697	8237	0	0	10449	8625	0	0	9778	7277
NODE486_02	0	5367	0	0	0	3486	0	0	0	1822	0	0
NODE486_03	5332	0	0	0	5127	0	0	0	4590	1976	0	0
NODE487_01	0	0	2596	3476	0	0	1964	2778	0	0	2015	2657
NODE487_02	0	6995	0	0	0	6216	0	0	0	5697	0	0
NODE488_01	0	3349	0	0	0	2290	0	0	0	1444	0	0
NODE489_01	25079	12823	0	1243	23405	11516	0	0	19584	16742	0	0
NODE489_02	20881	0	0	0	22460	0	0	0	17874	0	0	0
NODE49_01	0	0	1690	5519	0	0	1810	6350	0	0	2137	7632
NODE49_02	5806	786	0	0	4790	0	0	0	5502	2187	0	0
NODE490_01	7250	914	0	0	6354	0	0	0	7134	2335	0	0
NODE491_01	0	1573	1256	3230	0	0	0	2902	0	0	0	3211
NODE491_02	14732	1148	0	0	13751	1889	0	0	12517	4011	0	0
NODE492_01	0	0	1567	4329	0	0	1312	4053	0	0	1082	3730
NODE492_02	0	7156	0	0	0	7160	0	0	0	7803	0	0
NODE493_01	0	4777	0	0	0	5378	0	0	0	3738	0	0
NODE493_02	0	2185	0	0	0	2025	0	0	0	1910	0	0
NODE494_01	38009	6273	0	0	37692	7418	0	0	34671	10766	0	0
NODE495_01	0	3243	0	0	0	3788	0	0	0	2865	0	0
NODE495_02	10372	0	0	0	7938	0	0	0	10825	1639	0	0
NODE496_01	0	0	1838	5202	0	0	1905	7370	0	0	2189	5729
NODE496_02	4137	0	0	0	4374	0	0	0	4021	1451	0	0
NODE497_01	0	3171	0	0	0	0	0	0	0	2613	0	0
NODE497_02	11809	2227	0	0	11904	2482	0	0	12713	6596	0	0
NODE499_01	0	0	13430	112648	0	0	12373	97787	0	0	15861	99430
NODE499_02	4871	0	0	0	4798	0	0	0	4970	1937	0	0
NODE5_01	3093	0	0	6737	3950	0	0	1653	2213	0	0	2070
NODE5_02	0	6496	0	0	0	6634	0	0	0	6399	0	0
NODE5_03	11702	691	0	0	9520	0	0	0	12693	1721	0	0
NODE5_04	0	0	2390	5073	0	0	2275	4267	0	0	2591	4509
NODE5_05	0	0	3281	1739	0	0	3661	2197	0	0	5518	2493
NODE5_06	0	21748	0	0	0	14131	0	0	0	6809	0	0
NODE5_07	5751	0	0	0	5333	0	0	0	4896	0	0	0
NODE50_01	5663	2120	0	0	5537	3190	0	0	5822	4178	0	0
NODE50_02	1737	32379	0	0	1488	37865	0	0	1424	38293	0	0
NODE50_03	0	0	6516	10084	0	0	5169	8767	0	0	5838	8756
NODE50_04	16643	0	0	0	16160	0	0	0	13457	0	0	0
NODE501_01	0	0	1509	0	0	0	945	11563	0	0	3019	21308
NODE501_02	4374	1390	0	0	4287	1641	0	0	4717	2648	0	0
NODE501_03	5268	0	0	0	4449	0	0	0	5968	0	0	0
NODE502_01	0	3021	0	0	0	3390	0	0	0	3446	0	0
NODE502_02	8223	1164	0	0	4980	1472	0	0	10325	3497	0	0
NODE503_01	0	1335	3047	3551	0	0	4273	4208	0	937	3638	3531
NODE503_02	0	11683	0	0	0	13259	0	0	0	8652	0	0
NODE503_03	0	6516	0	0	0	3698	0	0	0	1398	0	0
NODE503_04	6487	0	0	0	6869	0	0	0	5965	0	0	0
NODE504_01	0	0	616	2330	0	0	0	2290	0	0	0	2176
NODE504_02	0	3307	0	0	0	3362	0	0	0	3048	0	0
NODE504_03	3196	0	0	0	3398	0	0	0	3616	1261	0	0
NODE504_04	11449	1811	0	0	11296	2621	0	0	12564	4305	0	0
NODE505_01	0	4904	0	0	0	3337	0	860	0	1523	1072	1061
NODE505_02	23998	1134	0	0	25456	1629	0	0	26047	3463	0	0
NODE505_03	6174	1207	0	0	6026	0	0	0	5165	2546	0	0
NODE505_04	4274	0	0	0	3274	0	0	0	4546	1161	0	0
NODE506_01	0	2445	0	0	0	3613	0	0	0	3382	0	0
NODE506_02	5771	0	0	0	5897	0	0	0	6183	1671	0	0
NODE507_01	0	0	3180	7510	0	0	3329	8060	0	0	3202	6595
NODE508_01	0	2951	0	0	0	2666	0	0	0	2682	0	0
NODE508_02	3934	0	0	0	3949	0	0	0	4263	0	0	0
NODE509_01	0	0	0	2454	0	0	0	2481	0	0	0	1846
NODE51_01	10649	1191	0	0	10938	1623	0	0	10470	2487	0	0
NODE51_02	14844	2257	0	0	15901	3708	0	0	16275	4079	0	0
NODE51_03	0	0	6669	12715	0	0	6230	10308	0	0	7196	9551
NODE51_04	0	0	10827	6675	0	0	8695	5550	0	0	7662	4186
NODE51_05	8858	0	0	0	7390	0	0	0	9435	0	0	0
NODE510_01	16456	0	0	0	11504	1379	0	0	14558	1209	0	0
NODE512_01	0	2716	0	0	0	2142	0	0	0	1798	0	0
NODE513_01	0	0	2252	13499	0	0	1960	9043	0	0	0	9741
NODE513_02	3764	0	0	0	2450	0	0	0	4224	1265	0	0
NODE514_01	0	5918	0	0	0	4842	0	0	0	3742	0	0
NODE514_02	5654	6056	0	0	4876	5744	0	0	5462	10037	0	0
NODE514_03	8890	1368	0	0	8505	1381	0	0	9752	2828	0	0
NODE514_04	9988	1135	0	0	11489	0	0	0	12414	2782	0	0
NODE515_01	0	2681	0	0	0	2108	0	0	0	2230	0	0
NODE515_02	4234	0	0	0	3201	0	0	0	3403	878	0	0
NODE516_01	19728	3944	0	0	21732	6032	0	0	20838	6697	0	0
NODE517_01	0	2645	0	0	0	1756	0	0	0	1727	0	0
NODE518_01	6250	1069	0	0	6565	1533	0	0	7289	3399	0	0
NODE519_01	0	3833	0	0	0	3072	0	0	0	1944	0	0
NODE519_02	4019	0	0	0	2396	0	0	0	4355	1544	0	0
NODE52_01	0	0	3190	2471	0	0	3156	2238	0	0	3583	2089
NODE52_02	9805	1283	0	0	9882	1630	0	0	10656	3750	0	0
NODE52_03	0	0	3283	2004	0	0	3679	2305	0	0	5835	2598
NODE52_04	0	3866	0	0	0	2852	0	0	0	3314	0	0
NODE52_05	0	0	3120	6036	0	0	2884	6714	0	0	3632	6703
NODE52_06	18099	0	0	0	17711	0	0	0	14799	0	0	0
NODE520_01	0	1553	0	0	0	2655	0	0	0	2697	0	0
NODE520_02	9995	1516	0	0	9707	2095	0	0	10689	4808	0	0
NODE520_03	16028	4906	0	0	15847	6767	0	0	13908	8735	0	0
NODE521_01	66933	6884	0	1542	70269	9464	0	1285	72917	12681	0	1810
NODE522_01	15673	1722	0	0	17137	2138	0	0	17109	4408	0	0
NODE522_02	8372	0	0	0	8062	0	0	0	8397	1575	0	0
NODE523_01	6361	986	0	0	7224	0	0	0	6885	1588	0	0
NODE524_01	0	802	0	0	0	1853	0	0	0	2756	0	0
NODE524_02	8932	3705	0	0	8730	5451	0	0	9444	8000	0	0
NODE524_03	33610	2825	0	0	33858	3775	0	0	32483	5552	0	0
NODE524_04	3806	0	0	0	3604	0	0	0	3278	1196	0	0
NODE525_01	5672	0	0	0	6368	0	0	0	7048	1694	0	0
NODE526_01	2308	45083	0	0	1687	43685	0	2202	0	47114	1519	1978
NODE526_02	10335	1495	0	0	11683	2158	0	0	10589	3352	0	0
NODE527_01	0	2575	0	0	0	2524	0	0	0	3005	0	0
NODE528_01	0	3662	0	0	0	3331	0	0	0	3544	0	0
NODE528_02	4932	0	0	0	4959	0	0	0	5356	0	0	0
NODE528_03	5137	0	0	0	5698	0	0	0	5593	1356	0	0
NODE529_01	0	2767	0	0	0	2997	0	0	0	3058	0	0
NODE529_02	4627	0	0	0	3805	0	0	0	4950	0	0	0
NODE53_01	0	0	3147	1822	0	0	3274	2099	0	0	5159	2342
NODE53_02	0	4500	0	0	0	4241	0	0	0	2756	0	0
NODE53_03	0	0	945	5978	0	0	706	5525	0	0	0	4950
NODE53_04	6060	986	0	0	5562	0	0	0	6047	2309	0	0
NODE530_01	0	2165	0	0	0	1788	0	0	0	2935	0	0
NODE530_02	12810	0	0	0	13606	0	0	0	13212	1710	0	0
NODE530_03	2923	0	0	0	2869	0	0	0	3615	0	0	0
NODE531_01	0	1608	0	0	0	1948	0	0	0	2938	0	0
NODE531_02	8211	1150	0	0	7989	1586	0	0	9480	3120	0	0
NODE532_01	34229	3036	0	0	38985	3832	0	0	37338	5615	0	0
NODE533_01	0	9837	0	0	0	10857	0	0	0	12371	0	0
NODE533_02	0	2461	0	0	0	2355	0	0	0	2018	0	0
NODE534_01	0	8962	0	0	0	9695	0	0	0	6820	0	0
NODE534_02	4155	0	0	0	4093	0	0	0	4415	0	0	0
NODE535_01	0	1853	0	0	0	1913	0	0	0	3048	0	0
NODE535_02	0	3028	0	0	0	2429	0	0	0	1326	0	0
NODE536_01	0	8558	0	0	0	6267	0	0	0	5596	0	0
NODE536_02	0	3194	0	0	0	3378	0	0	0	2770	0	0
NODE536_03	3325	0	0	0	2413	0	0	0	4169	0	0	0
NODE536_04	6139	3023	0	0	6899	3531	0	0	6383	4029	0	0
NODE537_01	1959	851	0	0	2320	1332	0	0	1829	2631	0	0
NODE537_02	0	2409	0	0	0	2169	0	0	0	2325	0	0
NODE538_01	0	4100	0	0	0	3674	0	0	0	2225	0	0
NODE538_02	4250	1681	0	0	3997	2551	0	0	3933	3463	0	0
NODE538_03	4464	0	0	0	4734	0	0	0	4459	1037	0	0
NODE539_01	11032	919	0	0	13062	1600	0	0	9747	2392	0	0
NODE54_01	8106	125195	2066	1921	5162	125281	2307	2384	6721	127202	2658	2849
NODE54_02	0	0	928	5669	0	0	0	5051	0	0	0	5110
NODE54_03	0	0	0	4380	0	0	0	5363	0	0	0	5714
NODE54_04	0	0	2055	24309	0	0	1765	27926	0	0	1957	27815
NODE540_01	3614	0	0	0	2771	0	0	0	3671	1841	0	0
NODE541_01	0	7613	0	0	0	6057	0	0	0	3176	0	0
NODE541_02	2645	2415	0	0	2708	2740	0	0	3435	2440	0	0
NODE541_03	5965	734	0	0	5221	0	0	0	5896	1659	0	0
NODE542_01	0	2076	0	0	0	2177	0	0	0	3256	0	0
NODE542_02	0	3789	0	0	0	3428	0	0	0	2882	0	0
NODE542_03	6944	0	0	0	7274	0	0	0	7936	1503	0	0
NODE543_01	3074	3894	0	0	3092	5951	0	0	2770	7103	0	0
NODE543_02	6592	0	0	0	6124	0	0	0	5522	1178	0	0
NODE544_01	0	1945	0	0	0	1502	0	0	0	1141	0	0
NODE544_02	20491	1641	0	0	20889	2346	0	0	22077	3449	0	0
NODE545_01	3706	0	0	0	2276	0	0	0	4265	1011	0	0
NODE545_02	15623	1364	0	0	12068	2920	0	0	17125	3673	0	0
NODE547_01	0	2232	0	0	0	2962	0	0	0	3117	0	0
NODE547_02	9133	3031	0	0	8205	2913	0	0	8290	6299	0	0
NODE549_01	0	13774	0	0	0	13578	0	0	0	10184	0	0
NODE549_02	5218	0	0	0	6417	0	0	0	5712	0	0	0
NODE55_01	2742	3988	0	0	3013	5325	0	0	2961	7021	0	0
NODE55_02	0	0	8473	1477	0	0	5112	1407	0	0	4888	1157
NODE55_03	0	0	6886	26813	0	0	5772	22471	0	0	6863	21772
NODE550_01	0	2278	0	0	0	2311	0	0	0	2194	0	0
NODE550_02	3356	0	0	0	3141	0	0	0	3552	0	0	0
NODE551_01	0	4633	0	0	0	3119	0	0	0	2225	0	0
NODE551_02	4525	961	0	0	4178	0	0	0	4568	2403	0	0
NODE552_01	7616	0	0	0	9097	0	0	0	8984	1146	0	0
NODE553_01	0	6921	0	0	0	6839	0	0	0	7038	0	0
NODE553_02	5629	0	0	0	5244	0	0	0	5568	1094	0	0
NODE554_01	0	13534	0	0	0	12128	0	0	0	11087	0	0
NODE554_02	3444	0	0	0	3775	0	0	0	3205	2164	0	0
NODE555_01	0	7069	0	0	0	8045	0	0	0	5993	0	0
NODE555_02	5049	0	0	0	4853	0	0	0	4712	1026	0	0
