vOTU	MI02	MI09	MI13	MI20	MII02	MII09	MII13	MII20	MIII02	MIII09	MIII13	MIII20
NODE1_01	8984	0	0	0	7159	0	0	0	8461	0	0	0
NODE1_02	10276	2215	0	0	10859	2952	0	0	10720	3884	0	0
NODE1_03	0	0	4087	28467	0	0	4148	34303	0	0	4118	36547
NODE1_04	0	8352	0	0	0	8461	0	0	0	7613	0	0
NODE1_05	0	0	2982	11582	0	0	3654	14273	0	0	4661	15795
NODE10_01	0	4796	0	0	0	3517	0	0	0	2423	0	0
NODE100_01	26791	1520	0	0	26817	2502	0	0	29375	4210	0	0
NODE100_02	0	3351	0	0	0	2934	0	0	0	2127	0	0
NODE100_03	5822	0	0	0	5670	0	0	0	5237	0	0	0
NODE101_01	0	0	6580	23029	0	0	5876	17281	0	0	7483	14170
NODE101_02	1167	1740	0	0	0	2900	0	0	0	4419	0	0
NODE101_03	0	13591	0	0	0	10200	0	0	0	6432	0	0
NODE101_04	4912	0	0	0	5427	0	0	0	5573	0	0	0
NODE101_05	4517	0	0	0	5121	0	0	0	8069	2023	0	0
NODE101_06	0	0	4406	2365	0	0	4138	1772	0	0	4779	1866
NODE101_06	6468	6872	0	0	5492	7701	0	0	6442	12693	0	0
NODE102_01	0	5930	0	0	0	6569	0	0	0	3813	0	0
NODE102_02	0	0	0	4007	0	0	0	5569	0	0	0	6391
NODE102_03	0	4821	0	0	0	3571	0	831	0	1868	1078	0
NODE102_04	0	0	1126	5577	0	0	820	4222	0	0	0	4426
NODE102_05	0	0	8266	4307	0	0	7934	3633	0	0	8387	3303
NODE103_01	5616	2000	0	0	5623	1957	0	0	6506	3916	0	0
NODE103_02	0	0	2871	11438	0	0	3344	13550	0	0	4633	14960
NODE103_03	0	3867	0	0	0	2746	0	0	0	2921	0	0
NODE103_04	9521	0	0	0	10578	0	0	0	10752	0	0	0
NODE103_05	5360	0	0	0	4758	0	0	0	5171	1962	0	0
NODE103_06	0	0	2335	1499	0	0	2994	1295	0	0	3520	1182
NODE103_07	4700	0	0	0	3640	0	0	0	5129	1191	0	0
NODE104_01	4479	5682	0	0	4814	7051	0	0	4567	6397	0	0
NODE104_02	0	5490	0	0	0	4655	0	0	0	3796	0	0
NODE104_03	0	7235	0	0	0	5418	0	0	0	6483	0	0
NODE105_01	0	0	1078	7271	0	0	757	6300	0	0	0	5756
NODE105_02	14444	1558	0	0	15743	2352	0	0	15054	4490	0	0
NODE106_01	0	10197	0	0	0	11156	0	0	0	7089	0	0
NODE106_02	0	0	1581	3864	0	0	1212	3199	0	0	1294	3391
NODE106_03	6209	0	0	0	5400	0	0	0	4361	0	0	0
NODE107_01	0	0	12254	12149	0	0	12780	11533	0	0	13271	11244
NODE107_02	0	0	0	2974	0	0	0	3216	0	0	0	3532
NODE107_03	0	3385	0	0	0	2340	0	0	0	1634	0	0
NODE107_04	0	0	2865	12125	0	0	2217	8858	0	0	2564	9559
NODE107_05	8570	0	0	0	8871	0	0	0	7212	972	0	0
NODE107_06	0	0	0	2173	0	0	0	3435	0	0	0	3951
NODE108_01	0	0	1515	1423	0	0	2359	2032	0	0	3241	2744
NODE108_02	6121	826	0	0	4609	1539	0	0	4793	1273	0	0
NODE108_03	0	0	2286	4116	0	0	1604	3346	0	0	1929	3269
NODE108_04	5495	874	0	0	4707	0	0	0	5125	2126	0	0
NODE109_01	0	0	3460	11688	0	0	2878	9413	0	0	2970	10128
NODE109_02	56765	4957	0	0	53542	6885	0	0	48146	12295	0	0
NODE11_01	0	5625	0	0	0	6241	0	0	0	6409	0	0
NODE11_02	0	0	29453	10987	0	0	33003	13157	0	0	30749	13066
NODE11_01	0	0	1613	4393	0	0	1553	5063	0	0	1504	5213
NODE11_03	0	0	1547	4273	0	0	1723	6011	0	0	2252	6428
NODE110_01	0	21783	0	0	0	13871	0	0	0	7546	0	0
NODE110_02	9807	8526	0	0	10930	10453	0	0	11416	15677	0	0
NODE110_03	0	0	18124	29539	0	0	17467	37288	0	0	20505	29752
NODE110_04	5647	0	0	0	5055	0	0	0	5056	0	0	0
NODE111_01	0	13469	0	0	0	10244	0	0	0	6104	0	0
NODE111_02	0	4208	0	0	0	3438	0	0	0	2750	0	0
NODE111_03	0	0	3618	2567	0	0	3947	2979	0	0	4217	3060
NODE111_04	8029	0	0	0	8092	0	0	0	7819	2073	0	0
NODE111_05	5352	20720	0	0	4898	25122	0	0	4320	33010	0	0
NODE112_01	0	5012	0	0	0	5430	0	0	0	4241	0	0
NODE112_02	0	0	2228	2800	0	0	2467	2937	0	0	2773	3162
NODE112_03	0	3318	0	0	0	3215	0	0	0	2931	0	0
NODE112_04	0	0	2274	6437	0	0	2209	6170	0	0	2173	5600
NODE112_05	7205	0	0	0	7509	0	0	0	7317	1360	0	0
NODE113_01	0	4612	0	0	0	3267	0	0	0	2164	0	0
NODE114_01	0	0	4701	16048	0	0	4443	12613	0	0	3493	11721
NODE114_02	0	4066	0	0	0	3323	0	0	0	3544	0	0
NODE114_03	5581	0	0	0	5641	0	0	0	4971	0	0	0
NODE115_01	0	18263	0	0	0	11465	0	0	0	5932	0	0
NODE115_02	0	0	22973	7795	0	0	18841	6111	0	0	19276	6870
NODE115_03	0	0	3215	1344	0	0	3587	1218	0	0	2700	0
NODE115_04	12324	4089	0	0	13043	6408	0	0	12927	7676	0	0
NODE115_05	0	0	1396	4190	0	0	1612	5450	0	0	1681	6217
NODE115_06	6078	0	0	0	4458	0	0	0	4985	0	0	0
NODE116_01	0	16672	0	0	0	12402	0	0	0	14907	0	0
NODE116_02	2551	953	0	0	2669	1504	0	0	2745	3111	0	0
NODE116_03	0	3021	0	0	0	2694	0	0	0	2476	0	0
NODE117_01	3862	4209	0	0	4242	5937	0	0	3589	8213	0	0
NODE117_02	0	0	3480	0	0	0	3281	0	0	0	3430	0
NODE117_03	0	2668	0	0	0	1753	0	0	0	1522	0	0
NODE117_04	0	0	0	5137	0	0	773	5159	0	0	0	4869
NODE118_01	0	0	3505	23438	0	0	2655	19312	0	0	3012	21209
NODE118_02	0	1050	3094	4041	0	0	3803	4104	0	0	3562	4274
NODE118_03	0	0	1878	3480	0	0	1852	3312	0	0	1668	3095
NODE118_04	0	0	0	7477	0	0	0	7871	0	0	0	7506
NODE119_01	0	0	0	2210	0	0	0	3291	0	0	0	3900
NODE119_02	0	0	2580	7336	0	0	2788	6984	0	0	2226	6162
NODE12_01	10102	2418	0	0	10146	3528	0	0	10332	4613	0	0
NODE12_02	0	0	59253	204268	0	0	65216	194562	0	0	50386	186036
NODE12_03	0	0	8091	5358	0	0	8760	6264	0	0	7642	5730
NODE12_04	0	0	0	12790	0	0	0	13155	0	0	0	12873
NODE120_01	0	0	3248	1650	0	0	3623	1229	0	0	3438	1172
NODE120_02	0	0	37581	3513	0	0	39934	5196	0	0	42698	4836
NODE120_03	5219	6599	0	0	4484	9227	0	0	5315	11454	0	0
NODE120_04	0	0	1283	3564	0	0	1770	5549	0	0	2110	6188
NODE120_05	5478	0	0	0	6279	0	0	0	5708	0	0	0
NODE121_01	0	1397	3813	7238	0	0	3338	5872	0	0	3606	6808
NODE121_02	0	0	3883	2574	0	0	4242	2926	0	0	6334	3182
NODE121_03	5898	0	0	0	5324	0	0	0	7993	1294	0	0
NODE121_04	0	0	933	4826	0	0	1026	3713	0	0	0	3662
NODE121_05	5930	1472	0	0	6584	1827	0	0	6589	2549	0	0
NODE122_01	0	4622	0	0	0	3194	0	0	0	1497	933	0
NODE122_02	0	0	3964	10463	0	0	3246	7978	0	0	3229	8599
NODE122_03	10391	0	0	0	10984	0	0	0	9201	0	0	0
NODE122_04	5499	0	0	0	6037	0	0	0	6404	987	0	0
NODE123_01	0	14023	0	0	0	10497	0	0	0	7779	0	0
NODE123_02	0	0	17499	0	0	0	20673	1826	0	0	21739	1674
NODE123_03	0	0	0	3546	0	0	0	3684	0	0	0	4028
NODE124_01	0	0	4807	10834	0	0	5061	13057	0	0	5108	12161
NODE124_02	0	2823	0	0	0	2159	0	0	0	2101	0	0
NODE125_01	0	0	28438	2006	0	0	30652	3400	0	0	32763	2475
NODE125_02	0	0	27736	92698	0	0	24264	83189	0	0	20905	77638
NODE125_03	0	2892	0	0	0	2410	0	0	0	1688	0	0
NODE125_04	14166	0	0	0	12369	0	0	0	15369	1305	0	0
NODE125_05	0	0	1798	6844	0	0	1338	8806	0	0	1586	8557
NODE126_01	0	0	2638	0	0	0	2772	0	0	0	2182	0
NODE126_02	0	0	2270	4376	0	0	2850	4076	0	0	2435	3274
NODE127_01	2959	89680	273172	24555	1785	75298	281614	31572	2456	59886	297278	33202
NODE127_02	0	0	14102	1512	0	0	18942	1951	0	0	17045	1929
NODE127_03	8589	0	0	0	9236	0	0	0	9244	1260	0	0
NODE128_01	11770	4639	0	0	11782	7338	0	0	12085	10089	0	0
NODE128_02	5235	790	0	0	4848	0	0	0	5565	1872	0	0
NODE129_01	0	0	13624	4404	0	0	12062	3480	0	0	11815	3635
NODE129_02	0	5898	0	0	0	5254	0	0	0	3957	0	0
NODE129_03	6994	3636	0	0	8240	4241	0	0	7680	6004	0	0
NODE129_04	15861	0	0	0	17123	0	0	0	17655	1016	0	0
NODE13_01	0	29176	0	1730	0	24664	0	1414	0	20590	0	1705
NODE13_02	11033	1774	0	0	12199	3172	0	0	12375	4845	0	0
NODE13_03	0	3702	0	0	0	2964	0	0	0	2706	0	0
NODE13_04	15379	1354	0	0	15894	2509	0	0	15489	4025	0	0
NODE13_05	0	0	4052	3201	0	0	4144	3536	0	0	4408	2875
NODE13_06	0	0	5812	12013	0	0	5478	10014	0	0	4903	9170
NODE130_01	6199	3777	0	0	6750	5732	0	0	6045	8449	0	0
NODE130_02	0	0	4530	14754	0	0	4886	11505	0	0	3602	10662
NODE130_03	6889	109018	2033	1768	4335	110819	2122	2220	5650	113191	2474	2421
NODE130_04	0	0	3919	28931	0	0	2822	23228	0	0	2690	23364
NODE131_01	0	0	3149	10341	0	0	2593	8035	0	0	2712	7857
NODE132_01	0	0	3241	4383	0	0	3559	3424	0	0	3621	3930
NODE132_02	0	17117	0	0	0	13694	0	0	0	14734	0	0
NODE132_03	0	0	1028	5665	0	0	808	3823	0	0	0	3081
NODE133_01	0	5454	2954	5989	0	3791	2907	5212	0	4714	3115	6330
NODE133_02	0	4831	0	0	0	4237	0	0	0	4632	0	0
NODE133_03	12614	1436	0	0	15051	2070	0	0	14264	3050	0	0
NODE134_01	0	0	1998	2011	0	0	2238	1995	0	0	2108	1477
NODE134_02	4406	0	0	0	4960	0	0	0	4355	0	0	0
NODE134_03	9736	0	0	0	8606	0	0	0	11050	0	0	0
NODE135_01	0	0	3682	45374	0	0	3300	30347	0	0	5128	35808
NODE135_02	0	6016	0	0	0	6935	0	0	0	5441	0	0
NODE135_03	5636	0	0	0	5232	0	0	0	6171	0	0	0
NODE135_04	10932	0	0	0	11928	0	0	0	10809	916	0	0
NODE136_01	0	67888	9913	4536	0	49393	11736	5928	0	37566	11951	5900
NODE136_02	0	0	9289	10314	0	0	8983	9702	0	0	9913	8857
NODE136_03	0	3164	0	0	0	2750	0	0	0	2726	0	0
NODE136_04	0	0	0	3440	0	0	0	3286	0	0	0	3812
NODE136_05	7874	2260	0	0	8685	2723	0	0	9099	4022	0	0
NODE137_01	0	0	5534	10469	0	0	5055	9176	0	0	5726	9615
NODE137_02	10648	2864	0	0	11487	3963	0	0	11819	5503	0	0
NODE137_03	0	0	0	4008	0	0	0	3305	0	0	0	2871
NODE138_01	0	0	3399	38884	0	0	3309	42104	0	0	3932	41984
NODE138_02	3304	2086	0	0	3523	3927	0	0	2797	6121	0	0
NODE138_03	10984	0	0	0	10920	0	0	0	8564	0	0	0
NODE138_04	6280	0	0	0	5972	0	0	0	5302	0	0	0
NODE139_01	0	0	4091	10317	0	0	3706	8555	0	0	3722	7713
NODE139_02	0	5308	0	0	0	4558	0	0	0	3536	0	0
NODE139_03	51042	1437	0	0	54980	2383	0	0	55247	3398	0	0
NODE14_01	7891	0	0	0	7973	0	0	0	7342	0	0	0
NODE14_02	5537	0	0	0	5302	0	0	0	5884	0	0	0
NODE14_03	0	2185	0	0	0	1990	0	0	0	1912	0	0
NODE14_04	0	0	36154	3196	0	0	39729	5101	0	0	40406	4625
NODE14_05	0	0	9317	20702	0	0	9311	19986	0	0	6682	17005
NODE14_06	0	0	3746	7425	0	0	3601	8429	0	0	3800	8266
NODE140_01	1987	42324	1081	1550	0	41477	1196	1997	1395	43429	1298	2460
NODE140_02	0	0	2518	7138	0	0	2292	6024	0	0	2291	5096
NODE140_03	0	10167	0	0	0	8833	0	0	0	8298	0	0
NODE140_04	0	0	1235	2117	0	0	1365	3107	0	0	1429	2958
NODE140_05	10765	1949	0	0	10687	3483	0	0	8806	4983	0	0
NODE141_01	0	0	0	7282	0	0	1863	7896	0	0	1851	21109
NODE141_02	0	1214	3327	3907	0	0	4147	3910	0	1035	3729	4359
NODE141_03	0	0	1267	5074	0	0	1095	3775	0	0	0	4108
NODE141_04	0	6693	0	0	0	7071	0	0	0	7001	0	0
NODE141_05	4582	0	0	0	4181	0	0	0	4468	1669	0	0
NODE141_06	31903	1063	0	0	23094	2117	0	0	31372	2745	0	0
NODE141_07	5181	0	0	0	5353	0	0	0	5079	1194	0	0
NODE142_01	7967	1320	0	0	6919	0	0	0	8535	2866	0	0
NODE142_02	0	6228	0	0	0	7094	0	0	0	6386	0	0
NODE143_01	0	11463	0	0	0	14603	0	0	0	9775	0	0
NODE143_02	0	0	2483	1536	0	0	2960	1757	0	0	4543	1907
NODE143_03	0	0	2752	2274	0	0	2795	2445	0	0	3051	2092
NODE143_04	0	0	1568	27247	0	0	0	20072	0	0	0	19551
NODE143_05	0	0	3242	1365	0	0	3209	1237	0	0	2626	0
NODE144_01	5436	4589	0	0	5193	6596	0	0	5332	7990	0	0
NODE144_02	0	14799	0	0	0	13944	0	0	0	12582	0	0
NODE144_03	0	0	757	7603	0	0	0	5697	0	0	0	5273
NODE144_04	0	5832	0	0	0	5080	0	0	0	4196	0	0
NODE144_05	0	0	0	2686	0	0	0	3215	0	0	0	3846
NODE144_06	6919	2740	0	0	7028	3962	0	0	7137	6283	0	0
NODE145_01	0	0	2703	8805	0	0	2767	8745	0	0	2100	7688
NODE145_02	0	0	1087	4516	0	0	1015	3287	0	0	894	3330
NODE145_03	0	0	906	2983	0	0	868	3019	0	0	989	2441
NODE146_01	0	7093	0	0	0	7276	0	0	0	6347	0	0
NODE146_02	0	24683	0	0	0	16573	0	0	0	11083	0	0
NODE147_01	21198	4925	0	0	22453	6273	0	0	21296	12829	0	0
NODE147_02	0	23383	125198	24268	0	18483	143255	29989	0	15624	145895	30262
NODE147_03	0	0	1728	8957	0	0	1229	8358	0	0	1764	8772
NODE147_04	0	5792	0	0	0	4087	0	0	0	4121	0	0
NODE147_05	7835	0	0	0	8110	0	0	0	7675	1028	0	0
NODE148_01	3408	1946	0	0	3419	2159	0	0	4992	4755	0	0
NODE148_02	0	5139	0	0	0	4264	0	0	0	3628	0	0
NODE149_01	0	3437	0	0	0	4276	0	0	0	3994	0	0
NODE149_02	7786	772	0	0	7693	0	0	0	7720	2338	0	0
NODE149_03	0	0	4518	4947	0	0	5142	5211	0	0	4348	5176
NODE15_01	5388	705	0	0	5834	1507	0	0	5699	1482	0	0
NODE15_02	0	6526	0	0	0	7021	0	0	0	6643	0	0
NODE15_03	0	3365	0	0	0	3095	0	0	0	3062	0	0
NODE15_04	0	0	20571	62133	0	0	20458	55943	0	0	16167	52453
NODE15_05	0	0	6771	18265	0	0	6583	17194	0	0	5100	16367
NODE150_01	0	2203	20822	95349	0	1683	17826	73501	0	1025	18218	71799
NODE150_02	0	0	1798	27910	0	0	1780	35215	0	0	2153	40121
NODE150_03	0	4809	697	0	0	2285	0	0	0	1322	0	0
NODE151_01	0	0	1842	0	0	0	2487	0	0	0	3022	0
NODE151_02	0	1838	0	0	0	2353	0	0	0	3639	0	0
NODE151_03	0	3582	0	0	0	3952	0	0	0	3169	0	0
NODE151_04	0	0	1647	5152	0	0	1537	4366	0	0	1379	3181
NODE151_05	6586	1293	0	0	7450	1577	0	0	7065	1440	0	0
NODE152_01	0	0	1181	1169	0	0	1907	1721	0	0	2819	2451
NODE152_02	0	5282	0	0	0	5962	0	0	0	6406	0	0
NODE152_03	18417	0	0	0	18008	0	0	0	15108	0	0	0
NODE152_04	7394	0	0	0	7484	0	0	0	6959	0	0	0
NODE153_01	0	0	1790	7733	0	0	1544	10619	0	0	1818	10667
NODE153_02	0	0	1395	5680	0	0	1411	4506	0	0	1275	4230
NODE153_03	5938	8912	0	0	6605	10789	0	0	6500	12877	0	0
NODE154_01	5152	0	0	0	4831	0	0	0	4749	0	0	0
NODE155_01	26040	27584	0	0	28935	37409	0	0	28175	39940	0	0
NODE155_02	0	0	4900	12580	0	0	5260	13800	0	0	4933	13096
NODE155_03	0	1108	0	0	0	2292	0	0	0	2944	0	0
NODE155_04	0	0	3199	2046	0	0	3090	1947	0	0	3139	1660
NODE155_05	0	2875	0	0	0	2498	0	0	0	1914	0	0
NODE155_06	11560	2262	0	0	11431	2977	0	0	12602	3207	0	0
NODE155_07	10173	1593	0	0	10146	2383	0	0	10403	4572	0	0
NODE156_01	21028	0	0	0	21720	0	0	0	22908	1395	0	0
NODE157_01	0	0	3610	7318	0	0	3578	7781	0	0	3867	6940
NODE157_02	0	0	1864	1518	0	0	1769	1337	0	0	1847	0
NODE157_03	0	6648	0	0	0	4543	0	0	0	2931	0	0
NODE158_01	0	0	24776	28943	0	0	17008	22719	0	0	19386	21197
NODE158_02	0	3173	0	0	0	3410	0	0	0	3824	0	0
NODE159_01	0	4664	0	0	0	6445	0	0	0	5575	0	0
NODE159_02	11242	1754	0	0	11450	2580	0	0	11676	5327	0	0
NODE16_01	6355	0	0	0	7310	0	0	0	7564	2398	0	0
NODE16_02	0	5302	0	0	0	5953	0	0	0	5639	0	0
NODE16_03	14956	749	0	0	15222	0	0	0	16027	1489	0	0
NODE16_04	0	0	0	6116	0	0	0	6068	0	0	0	6236
NODE160_01	0	7101	0	0	0	8482	0	0	0	6410	0	0
NODE160_02	0	3278	0	0	0	4192	0	0	0	6408	0	0
NODE160_03	0	0	2603	22530	0	0	2136	23661	0	0	2332	26442
NODE160_04	6342	0	0	0	5364	0	0	0	4869	0	0	0
NODE161_01	0	0	1267	2186	0	0	1429	3301	0	0	1371	3138
NODE161_02	14716	1266	0	0	15492	1955	0	0	14792	2626	0	0
NODE162_01	0	0	3777	7565	0	0	3325	8061	0	0	3537	7612
NODE162_02	0	0	1691	1551	0	0	2242	2011	0	0	3148	2716
NODE162_03	0	5532	0	0	0	3698	0	0	0	3225	0	0
NODE162_04	6947	0	0	0	7589	0	0	0	7455	1503	0	0
NODE162_05	20096	1068	0	0	22706	1489	0	0	23254	3018	0	0
NODE163_01	1897	19534	0	0	1824	16122	0	0	0	22589	0	0
NODE163_02	0	0	2325	0	0	0	2235	0	0	0	2650	0
NODE164_01	0	6447	0	0	0	9341	0	0	0	5622	0	0
NODE164_02	0	0	1203	3399	0	0	1278	2749	0	0	1087	2279
NODE164_03	0	3354	0	0	0	2598	0	0	0	2344	0	0
NODE164_04	0	0	1486	3568	0	0	1448	3011	0	0	1218	2152
NODE165_01	37900	2427	0	0	38000	3920	0	0	40079	6225	0	0
NODE165_02	10189	0	0	0	11291	0	0	0	11844	1249	0	0
NODE165_03	0	0	1534	11379	0	0	1137	14633	0	0	1410	14980
NODE165_04	10014	0	0	0	10698	0	0	0	8249	0	0	0
NODE166_01	0	6411	0	0	0	8878	0	0	0	5508	0	0
NODE166_02	0	4054	0	0	0	2979	0	0	0	3358	0	0
NODE167_01	0	0	4205	2871	0	0	3942	3074	0	0	4266	2941
NODE167_02	0	0	1502	1457	0	0	1986	1685	0	0	2835	2418
NODE167_03	4395	5772	0	0	4752	7366	0	0	4409	11200	0	0
NODE167_04	0	0	1999	4525	0	0	1596	4227	0	0	1225	4073
NODE167_05	22241	0	0	0	14819	1433	0	0	20147	1816	0	0
NODE168_01	0	0	2245	1437	0	0	2478	1048	0	0	3448	0
NODE168_02	1976	42797	0	1600	1388	42759	0	1703	0	43158	0	2301
NODE168_03	0	0	2210	3078	0	0	1779	2627	0	0	1585	2208
NODE168_04	8808	0	0	0	8589	0	0	0	9427	1076	0	0
NODE168_05	6796	941	0	0	7495	0	0	0	7724	2123	0	0
NODE168_06	4583	0	0	0	3907	0	0	0	4941	0	0	0
NODE169_01	0	11692	1001	1947	0	10295	897	1702	0	7035	1100	1899
NODE169_02	0	0	21443	4549	0	0	20412	3543	0	0	21920	3466
NODE169_03	0	0	1266	5608	0	0	1527	5706	0	0	1040	5233
NODE169_04	0	0	2191	1995	0	0	2172	2779	0	0	2216	2718
NODE17_01	7150	111090	1866	1561	4361	114007	2217	2261	5505	108505	2521	2298
NODE17_02	0	5410	0	0	0	3761	0	0	0	2231	0	0
NODE17_03	0	0	5801	7190	0	0	5679	6053	0	0	4920	5903
NODE170_01	0	0	2706	7735	0	0	2081	6072	0	0	1863	5102
NODE170_02	0	0	27265	50340	0	0	30351	44597	0	0	25062	44803
NODE170_03	0	1029	1551828	46779	0	0	1320608	31850	0	935	986717	32069
NODE170_04	0	0	1127	6192	0	0	811	5168	0	0	1056	4793
NODE170_05	0	7477	0	0	0	6999	0	0	0	5943	0	0
NODE171_01	3122	6182	0	0	3384	6856	0	0	3097	6693	0	0
NODE171_02	0	4319	0	0	0	4418	0	0	0	4551	0	0
NODE171_03	0	4327	0	0	0	3916	0	0	0	3207	0	0
NODE171_04	0	0	0	6583	0	0	0	4810	0	0	0	5844
NODE171_05	15246	0	0	0	15924	0	0	0	16572	0	0	0
NODE172_01	0	3512	3209	6122	0	3617	3412	5724	0	0	2715	5089
NODE172_02	0	0	1804	7994	0	0	2277	8429	0	0	1769	8992
NODE172_03	0	5706	0	0	0	5323	0	0	0	3488	0	0
NODE172_04	0	0	2184	7468	0	0	2267	7231	0	0	1645	6284
NODE172_05	0	4212	0	0	0	3653	0	0	0	3260	0	0
NODE172_06	0	0	0	4154	0	0	0	5222	0	0	0	5286
NODE172_07	8478	1390	0	0	8403	2492	0	0	8516	2636	0	0
NODE173_01	0	0	11811	17047	0	0	10759	13499	0	0	11979	13230
NODE173_02	0	3204	0	0	0	2750	0	0	0	3026	0	0
NODE174_01	0	7106	0	0	0	5484	0	0	0	5207	0	0
NODE174_02	0	0	1232	4609	0	0	1238	3894	0	0	1067	4481
NODE174_03	0	0	24189	35112	0	0	20668	29405	0	0	21152	29515
NODE175_01	0	0	5713	37441	0	0	5306	41680	0	0	5909	41430
NODE175_02	5473	6767	0	0	4198	8768	0	0	5673	12727	0	0
NODE175_03	0	0	8178	13889	0	0	8564	13875	0	0	9182	13452
NODE175_04	0	2713	0	0	0	3261	0	0	0	2746	0	0
NODE175_05	42607	2296	0	1070	46047	3895	0	876	48010	4909	0	0
NODE175_06	48954	5053	0	0	48600	7150	0	0	42670	12470	0	0
NODE176_01	0	0	1604	1701	0	0	2372	2100	0	0	3232	2745
NODE176_02	0	0	1942	11919	0	0	1108	9122	0	0	1123	8819
NODE176_03	0	4785	1026	3259	0	4198	1026	2473	0	4126	1036	2979
NODE176_04	7695	1277	0	0	8269	0	0	0	9813	2771	0	0
NODE177_01	0	0	2539	8320	0	0	2740	7035	0	0	2589	7198
NODE177_02	23842	921	0	0	23116	0	0	0	24413	1688	0	0
NODE178_01	0	0	0	4131	0	0	0	3568	0	0	0	4004
NODE178_02	4094	9877	0	0	4950	15194	0	0	4617	16451	0	0
NODE179_01	0	0	5441	17015	0	0	5829	16127	0	0	5758	15648
NODE179_02	0	0	973	5912	0	0	871	4387	0	0	899	4140
NODE179_03	0	3790	0	1173	0	3923	0	0	0	2478	0	0
NODE179_04	12934	791	0	0	9692	0	0	0	13398	1785	0	0
NODE179_05	6598	947	0	0	6618	1516	0	0	7464	1570	0	0
NODE18_01	6827	0	0	0	7139	0	0	0	7056	1799	0	0
NODE18_02	0	0	3841	9204	0	0	3145	8266	0	0	2606	8075
NODE18_03	13655	0	0	0	13858	0	0	0	14278	0	0	0
NODE18_04	0	0	5467	1479	0	0	4368	1437	0	0	4390	1365
NODE18_05	0	1409	2726	4863	0	0	2562	5806	0	0	3281	6115
NODE180_01	0	0	1843	1223	0	0	1919	1057	0	0	1166	1231
NODE180_02	0	5618	0	0	0	5709	0	0	0	5201	0	0
NODE180_03	3589	0	0	0	3565	0	0	0	3388	1308	0	0
NODE180_04	15472	0	0	0	15579	0	0	0	16917	1506	0	0
NODE181_01	0	0	2181	2563	0	0	2850	2569	0	0	3088	2892
NODE181_02	0	0	3239	2603	0	0	3485	2310	0	0	3188	2336
NODE181_03	0	2931	0	0	0	1974	0	0	0	1951	0	0
NODE181_04	8626	1966	0	0	8272	2692	0	0	8849	3718	0	0
NODE182_01	0	0	0	4182	0	0	0	3704	0	0	0	4106
NODE182_02	7874	0	0	0	7871	0	0	0	7309	0	0	0
NODE183_01	20304	37793	0	0	21046	40158	0	0	19348	39725	0	0
NODE183_02	0	0	5503	6200	0	0	5660	5905	0	0	6075	5833
NODE183_03	0	0	1251	17172	0	0	1041	20581	0	0	1098	20473
NODE183_04	0	0	968	4082	0	0	1252	4090	0	0	0	3652
NODE183_05	0	3381	0	0	0	3256	0	0	0	3134	0	0
NODE183_06	11498	1031	0	0	11918	0	0	0	11916	1617	0	0
NODE184_01	6775	1489	0	0	7284	1976	0	0	6781	4311	0	0
NODE185_01	0	2768	0	0	0	2270	0	0	0	3014	0	0
NODE185_02	0	0	1563	18874	0	0	1515	21569	0	0	1533	21506
NODE186_01	40425	2416	0	0	29075	4891	0	0	40015	5821	0	0
NODE186_02	0	0	5103	12096	0	0	5473	13434	0	0	5236	13296
NODE186_03	0	0	1093	4801	0	0	1061	3676	0	0	1002	3117
NODE186_04	0	46694	5000	2032	0	42114	5592	3020	0	34245	5414	2867
NODE186_05	0	0	1934	7313	0	0	1781	7488	0	0	1376	6453
NODE186_06	8092	1670	0	0	7925	2573	0	0	7381	3204	0	0
NODE187_01	0	10548	21340	23007	0	9318	20545	20939	0	9707	21621	20520
NODE187_02	7074	2730	0	0	7182	4592	0	0	8183	6792	0	0
NODE187_03	0	0	17835	3918	0	0	20477	5560	0	0	21145	5061
NODE187_04	0	4924	0	0	0	4143	0	0	0	3927	0	0
NODE187_05	7157	8284	0	0	7094	10798	0	0	7000	12538	0	0
NODE187_06	6012	0	0	0	4418	0	0	0	5218	0	0	0
NODE188_01	0	0	2852	0	0	0	3027	0	0	0	3825	0
NODE188_02	0	4198	0	0	0	4990	0	0	0	4852	0	0
NODE188_03	0	0	0	3259	0	0	792	3340	0	0	922	4192
NODE188_04	7844	998	0	0	5499	0	0	0	6551	1575	0	0
NODE188_05	5861	6356	0	0	5168	7373	0	0	5720	11787	0	0
NODE188_06	7518	0	0	0	7869	0	0	0	6811	1011	0	0
NODE189_01	5340	5077	0	0	6713	6791	0	0	6648	9983	0	0
NODE189_02	0	3421	0	0	0	7024	0	0	0	6201	0	0
NODE19_01	5639	7407	0	0	4946	10303	0	0	5758	13056	0	0
NODE19_02	5656	832	0	0	4947	0	0	0	5519	2080	0	0
NODE19_03	11097	947	0	0	10982	1617	0	0	10945	2076	0	0
NODE19_04	0	0	0	12703	0	0	0	12969	0	0	0	12773
NODE190_01	0	0	7486	7855	0	0	8266	10097	0	0	6638	8132
NODE190_02	0	2821	0	0	0	2606	0	0	0	1727	0	0
NODE190_03	0	1036	2031	4252	0	0	1798	4970	0	0	2511	4752
NODE190_04	15964	1550	0	0	17052	2042	0	0	18065	3859	0	0
NODE191_01	0	0	2000	0	0	0	2282	0	0	0	3299	0
NODE191_02	8135	9664	0	0	8553	13066	0	0	9080	14668	0	0
